doc_id,doc_type,text
DOC-DEM-00151,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Ray-Young
PIN: A82283163162B
Date: 2026-04-20
Payment Ref: KRA-PAY-48738258

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 19,330,500.26
  Penalties:       KES 1,378,951.99
  Total Due:       KES 20,709,452.25

Payment is due by 2026-07-20."
DOC-DEM-00152,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Ferguson PLC
PIN: A28712312270B
Date: 2026-01-01
Payment Ref: KRA-PAY-40260156

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Customs Duty liabilities:

  Principal Tax:   KES 9,221,971.68
  Penalties:       KES 725,047.82
  Total Due:       KES 9,947,019.50

Payment is due by 2026-07-21."
DOC-DEM-00153,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Reynolds, Brown and Brown
PIN: A01641462718B
Date: 2026-01-04
Payment Ref: KRA-PAY-81792075

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 3,393,621.56
  Penalties:       KES 263,430.15
  Total Due:       KES 3,657,051.71

Payment is due by 2026-07-03."
DOC-DEM-00154,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Joseph Ltd
PIN: A06413552616B
Date: 2026-05-12
Payment Ref: KRA-PAY-25396058

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Withholding Tax liabilities:

  Principal Tax:   KES 3,689,114.98
  Penalties:       KES 336,259.74
  Total Due:       KES 4,025,374.72

Payment is due by 2026-07-07."
DOC-DEM-00155,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Andrews, Morris and Alvarez
PIN: A73346282745B
Date: 2026-01-09
Payment Ref: KRA-PAY-10736646

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 19,145,165.51
  Penalties:       KES 1,185,383.51
  Total Due:       KES 20,330,549.02

Payment is due by 2026-07-19."
DOC-DEM-00156,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Estrada, Snyder and Mckinney
PIN: A97739093626B
Date: 2026-02-06
Payment Ref: KRA-PAY-66561247

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 18,904,310.34
  Penalties:       KES 1,388,658.53
  Total Due:       KES 20,292,968.87

Payment is due by 2026-07-24."
DOC-DEM-00157,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Burnett PLC
PIN: A80090272486B
Date: 2026-03-06
Payment Ref: KRA-PAY-12017824

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Income Tax liabilities:

  Principal Tax:   KES 8,253,720.53
  Penalties:       KES 721,404.70
  Total Due:       KES 8,975,125.23

Payment is due by 2026-08-01."
DOC-DEM-00158,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: White Group
PIN: A36080278122B
Date: 2026-06-17
Payment Ref: KRA-PAY-97083655

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Income Tax liabilities:

  Principal Tax:   KES 1,368,679.15
  Penalties:       KES 43,910.47
  Total Due:       KES 1,412,589.62

Payment is due by 2026-07-30."
DOC-DEM-00159,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Griffin Inc
PIN: A90021643432B
Date: 2026-05-23
Payment Ref: KRA-PAY-28530732

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Excise Duty liabilities:

  Principal Tax:   KES 10,119,601.06
  Penalties:       KES 504,523.39
  Total Due:       KES 10,624,124.45

Payment is due by 2026-07-25."
DOC-DEM-00160,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Schneider, Sullivan and Odonnell
PIN: A13376513970B
Date: 2026-04-23
Payment Ref: KRA-PAY-04655329

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 12,758,194.55
  Penalties:       KES 1,208,357.92
  Total Due:       KES 13,966,552.47

Payment is due by 2026-07-08."
DOC-DEM-00161,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Mckee, Navarro and Holmes
PIN: A76773811362B
Date: 2026-04-08
Payment Ref: KRA-PAY-13160191

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Excise Duty liabilities:

  Principal Tax:   KES 13,189,094.00
  Penalties:       KES 280,380.90
  Total Due:       KES 13,469,474.90

Payment is due by 2026-07-23."
DOC-DEM-00162,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Nichols, Shields and Bailey
PIN: A18690101992B
Date: 2026-01-15
Payment Ref: KRA-PAY-54014167

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Excise Duty liabilities:

  Principal Tax:   KES 11,037,354.78
  Penalties:       KES 231,211.36
  Total Due:       KES 11,268,566.14

Payment is due by 2026-07-14."
DOC-DEM-00163,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Rangel, Colon and Guerrero
PIN: A05782334415B
Date: 2026-02-01
Payment Ref: KRA-PAY-69577134

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Customs Duty liabilities:

  Principal Tax:   KES 14,446,632.51
  Penalties:       KES 908,101.57
  Total Due:       KES 15,354,734.08

Payment is due by 2026-07-18."
DOC-DEM-00164,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Patterson-Ellis
PIN: A55595332364B
Date: 2026-05-19
Payment Ref: KRA-PAY-81970451

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Withholding Tax liabilities:

  Principal Tax:   KES 352,680.53
  Penalties:       KES 29,996.39
  Total Due:       KES 382,676.92

Payment is due by 2026-07-05."
DOC-DEM-00165,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Holmes-Garner
PIN: A30150512533B
Date: 2026-02-02
Payment Ref: KRA-PAY-90950099

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Income Tax liabilities:

  Principal Tax:   KES 8,617,158.44
  Penalties:       KES 820,154.88
  Total Due:       KES 9,437,313.32

Payment is due by 2026-07-16."
DOC-DEM-00166,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Harris-Matthews
PIN: A09828391575B
Date: 2026-05-27
Payment Ref: KRA-PAY-29477261

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Income Tax liabilities:

  Principal Tax:   KES 2,149,258.41
  Penalties:       KES 59,545.44
  Total Due:       KES 2,208,803.85

Payment is due by 2026-07-28."
DOC-DEM-00167,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Richards, Foster and Scott
PIN: A63474776371B
Date: 2026-04-28
Payment Ref: KRA-PAY-98670058

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Customs Duty liabilities:

  Principal Tax:   KES 4,826,966.96
  Penalties:       KES 335,872.27
  Total Due:       KES 5,162,839.23

Payment is due by 2026-07-10."
DOC-DEM-00168,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Roth, Miller and Davis
PIN: A46574118855B
Date: 2026-03-24
Payment Ref: KRA-PAY-83088211

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 16,306,135.67
  Penalties:       KES 674,845.39
  Total Due:       KES 16,980,981.06

Payment is due by 2026-07-08."
DOC-DEM-00169,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Martinez, Johnson and Howard
PIN: A17365769971B
Date: 2026-04-07
Payment Ref: KRA-PAY-13556052

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 1,589,594.68
  Penalties:       KES 153,783.47
  Total Due:       KES 1,743,378.15

Payment is due by 2026-07-26."
DOC-DEM-00170,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Robertson LLC
PIN: A92191991067B
Date: 2026-04-10
Payment Ref: KRA-PAY-78014050

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Income Tax liabilities:

  Principal Tax:   KES 11,304,393.63
  Penalties:       KES 1,121,606.59
  Total Due:       KES 12,426,000.22

Payment is due by 2026-07-31."
DOC-DEM-00171,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Ramirez, Crosby and Medina
PIN: A49709851951B
Date: 2026-01-19
Payment Ref: KRA-PAY-37778395

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 6,006,493.06
  Penalties:       KES 518,029.79
  Total Due:       KES 6,524,522.85

Payment is due by 2026-07-23."
DOC-DEM-00172,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Dixon, Moore and Hayes
PIN: A58185179605B
Date: 2026-06-01
Payment Ref: KRA-PAY-59904725

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 13,078,177.03
  Penalties:       KES 1,159,478.91
  Total Due:       KES 14,237,655.94

Payment is due by 2026-07-22."
DOC-DEM-00173,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Maldonado and Sons
PIN: A91276928815B
Date: 2026-02-11
Payment Ref: KRA-PAY-21368286

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Excise Duty liabilities:

  Principal Tax:   KES 1,879,075.10
  Penalties:       KES 94,594.75
  Total Due:       KES 1,973,669.85

Payment is due by 2026-07-12."
DOC-DEM-00174,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Holland-Palmer
PIN: A81938860109B
Date: 2026-03-08
Payment Ref: KRA-PAY-12689720

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Withholding Tax liabilities:

  Principal Tax:   KES 9,525,341.95
  Penalties:       KES 675,726.29
  Total Due:       KES 10,201,068.24

Payment is due by 2026-07-27."
DOC-DEM-00175,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Hudson, Graves and Banks
PIN: A18260980755B
Date: 2026-01-13
Payment Ref: KRA-PAY-55511302

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 3,435,957.67
  Penalties:       KES 206,118.54
  Total Due:       KES 3,642,076.21

Payment is due by 2026-07-19."
DOC-DEM-00176,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Clements-Williamson
PIN: A40489547353B
Date: 2026-06-15
Payment Ref: KRA-PAY-31609085

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 12,901,695.77
  Penalties:       KES 599,950.13
  Total Due:       KES 13,501,645.90

Payment is due by 2026-07-19."
DOC-DEM-00177,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Sutton-Smith
PIN: A92858840709B
Date: 2026-04-15
Payment Ref: KRA-PAY-37215388

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Income Tax liabilities:

  Principal Tax:   KES 17,896,876.33
  Penalties:       KES 1,673,933.81
  Total Due:       KES 19,570,810.14

Payment is due by 2026-07-06."
DOC-DEM-00178,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Smith-Reynolds
PIN: A25213567927B
Date: 2026-05-23
Payment Ref: KRA-PAY-46624425

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Excise Duty liabilities:

  Principal Tax:   KES 4,236,226.95
  Penalties:       KES 378,927.75
  Total Due:       KES 4,615,154.70

Payment is due by 2026-07-18."
DOC-DEM-00179,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Hudson, Johnson and Schultz
PIN: A96091452382B
Date: 2026-02-08
Payment Ref: KRA-PAY-88971486

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 9,515,250.75
  Penalties:       KES 225,748.92
  Total Due:       KES 9,740,999.67

Payment is due by 2026-07-16."
DOC-DEM-00180,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Santana-Hernandez
PIN: A12610510810B
Date: 2026-02-18
Payment Ref: KRA-PAY-10600560

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Excise Duty liabilities:

  Principal Tax:   KES 13,691,730.58
  Penalties:       KES 580,937.95
  Total Due:       KES 14,272,668.53

Payment is due by 2026-07-16."
DOC-DEM-00181,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Martinez, Smith and Smith
PIN: A36757021486B
Date: 2026-01-09
Payment Ref: KRA-PAY-80372328

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Customs Duty liabilities:

  Principal Tax:   KES 11,274,562.18
  Penalties:       KES 255,167.50
  Total Due:       KES 11,529,729.68

Payment is due by 2026-07-22."
DOC-DEM-00182,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Cunningham-Norton
PIN: A97205185121B
Date: 2026-05-28
Payment Ref: KRA-PAY-87039842

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Income Tax liabilities:

  Principal Tax:   KES 323,005.32
  Penalties:       KES 11,813.16
  Total Due:       KES 334,818.48

Payment is due by 2026-07-06."
DOC-DEM-00183,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Campbell-Rubio
PIN: A32256051616B
Date: 2026-03-28
Payment Ref: KRA-PAY-58354067

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 15,047,566.85
  Penalties:       KES 1,158,917.13
  Total Due:       KES 16,206,483.98

Payment is due by 2026-07-26."
DOC-DEM-00184,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Henderson LLC
PIN: A22686613671B
Date: 2026-01-11
Payment Ref: KRA-PAY-73427277

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Excise Duty liabilities:

  Principal Tax:   KES 18,578,210.06
  Penalties:       KES 816,366.51
  Total Due:       KES 19,394,576.57

Payment is due by 2026-07-06."
DOC-DEM-00185,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Snyder PLC
PIN: A03201967213B
Date: 2026-02-16
Payment Ref: KRA-PAY-73792583

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 4,817,039.16
  Penalties:       KES 417,984.34
  Total Due:       KES 5,235,023.50

Payment is due by 2026-07-05."
DOC-DEM-00186,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Finley Ltd
PIN: A74803751410B
Date: 2026-06-07
Payment Ref: KRA-PAY-58911925

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 13,543,928.97
  Penalties:       KES 856,585.71
  Total Due:       KES 14,400,514.68

Payment is due by 2026-07-23."
DOC-DEM-00187,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Jordan, Smith and James
PIN: A94003578097B
Date: 2026-05-05
Payment Ref: KRA-PAY-72786170

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Withholding Tax liabilities:

  Principal Tax:   KES 15,114,629.20
  Penalties:       KES 471,516.69
  Total Due:       KES 15,586,145.89

Payment is due by 2026-07-16."
DOC-DEM-00188,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Lopez-James
PIN: A46826425734B
Date: 2026-04-29
Payment Ref: KRA-PAY-98806727

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Customs Duty liabilities:

  Principal Tax:   KES 14,486,029.77
  Penalties:       KES 870,080.61
  Total Due:       KES 15,356,110.38

Payment is due by 2026-07-24."
DOC-DEM-00189,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Day-Carlson
PIN: A14102010100B
Date: 2026-04-24
Payment Ref: KRA-PAY-68410274

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 1,083,391.67
  Penalties:       KES 59,550.86
  Total Due:       KES 1,142,942.53

Payment is due by 2026-07-22."
DOC-DEM-00190,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Cooper PLC
PIN: A21425001313B
Date: 2026-06-25
Payment Ref: KRA-PAY-47899478

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Excise Duty liabilities:

  Principal Tax:   KES 6,818,449.00
  Penalties:       KES 555,843.05
  Total Due:       KES 7,374,292.05

Payment is due by 2026-07-14."
DOC-DEM-00191,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Smith, Rodriguez and Russell
PIN: A04786692453B
Date: 2026-05-22
Payment Ref: KRA-PAY-93533229

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 7,940,093.96
  Penalties:       KES 650,169.78
  Total Due:       KES 8,590,263.74

Payment is due by 2026-07-23."
DOC-DEM-00192,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Torres and Sons
PIN: A56394228373B
Date: 2026-03-02
Payment Ref: KRA-PAY-23298604

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 12,686,117.72
  Penalties:       KES 1,048,937.07
  Total Due:       KES 13,735,054.79

Payment is due by 2026-07-14."
DOC-DEM-00193,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Johnson and Sons
PIN: A94257764513B
Date: 2026-04-28
Payment Ref: KRA-PAY-73631173

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 9,817,163.09
  Penalties:       KES 475,787.79
  Total Due:       KES 10,292,950.88

Payment is due by 2026-07-11."
DOC-DEM-00194,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Rodriguez-Gray
PIN: A24272021880B
Date: 2026-04-24
Payment Ref: KRA-PAY-66446996

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Withholding Tax liabilities:

  Principal Tax:   KES 8,642,640.45
  Penalties:       KES 642,801.47
  Total Due:       KES 9,285,441.92

Payment is due by 2026-07-14."
DOC-DEM-00195,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Nichols-Cardenas
PIN: A22449370605B
Date: 2026-05-13
Payment Ref: KRA-PAY-18561258

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Customs Duty liabilities:

  Principal Tax:   KES 7,607,653.54
  Penalties:       KES 622,103.64
  Total Due:       KES 8,229,757.18

Payment is due by 2026-07-31."
DOC-DEM-00196,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: May, Kelly and Jones
PIN: A40787146936B
Date: 2026-05-15
Payment Ref: KRA-PAY-85367792

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 15,963,122.92
  Penalties:       KES 1,229,937.59
  Total Due:       KES 17,193,060.51

Payment is due by 2026-07-29."
DOC-DEM-00197,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Reese, Howe and Vasquez
PIN: A09559894993B
Date: 2026-03-28
Payment Ref: KRA-PAY-99361381

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Withholding Tax liabilities:

  Principal Tax:   KES 5,366,760.90
  Penalties:       KES 270,484.75
  Total Due:       KES 5,637,245.65

Payment is due by 2026-07-23."
DOC-DEM-00198,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Finley-Griffin
PIN: A13318762777B
Date: 2026-01-19
Payment Ref: KRA-PAY-59301939

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Customs Duty liabilities:

  Principal Tax:   KES 3,093,995.04
  Penalties:       KES 158,318.98
  Total Due:       KES 3,252,314.02

Payment is due by 2026-08-01."
DOC-DEM-00199,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Moore Inc
PIN: A51038216269B
Date: 2026-03-14
Payment Ref: KRA-PAY-38206810

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Customs Duty liabilities:

  Principal Tax:   KES 2,139,952.85
  Penalties:       KES 43,688.46
  Total Due:       KES 2,183,641.31

Payment is due by 2026-07-31."
DOC-DEM-00200,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Smith Group
PIN: A98852828566B
Date: 2026-02-16
Payment Ref: KRA-PAY-01768600

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 8,900,269.94
  Penalties:       KES 720,100.54
  Total Due:       KES 9,620,370.48

Payment is due by 2026-07-25."
DOC-DEM-00201,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Buchanan Inc
PIN: A28170323261B
Date: 2026-06-16
Payment Ref: KRA-PAY-74793846

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 2,658,815.02
  Penalties:       KES 93,035.51
  Total Due:       KES 2,751,850.53

Payment is due by 2026-07-21."
DOC-DEM-00202,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Humphrey-Jimenez
PIN: A77750145566B
Date: 2026-02-09
Payment Ref: KRA-PAY-22971599

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 11,144,130.79
  Penalties:       KES 679,739.24
  Total Due:       KES 11,823,870.03

Payment is due by 2026-07-31."
DOC-DEM-00203,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Hoffman, Butler and Morris
PIN: A42966664703B
Date: 2026-06-04
Payment Ref: KRA-PAY-85682492

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 534,975.46
  Penalties:       KES 25,846.35
  Total Due:       KES 560,821.81

Payment is due by 2026-07-15."
DOC-DEM-00204,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Sampson-Juarez
PIN: A14895964403B
Date: 2026-04-22
Payment Ref: KRA-PAY-45661864

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 11,942,521.86
  Penalties:       KES 988,304.57
  Total Due:       KES 12,930,826.43

Payment is due by 2026-07-07."
DOC-DEM-00205,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Chambers LLC
PIN: A70429257089B
Date: 2026-04-07
Payment Ref: KRA-PAY-32819023

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 256,688.89
  Penalties:       KES 13,631.41
  Total Due:       KES 270,320.30

Payment is due by 2026-07-12."
DOC-DEM-00206,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Garcia, Young and Anderson
PIN: A23075993606B
Date: 2026-04-15
Payment Ref: KRA-PAY-10012154

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Income Tax liabilities:

  Principal Tax:   KES 14,499,628.44
  Penalties:       KES 939,038.33
  Total Due:       KES 15,438,666.77

Payment is due by 2026-07-09."
DOC-DEM-00207,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Torres LLC
PIN: A00168540804B
Date: 2026-05-24
Payment Ref: KRA-PAY-92945959

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 11,443,489.01
  Penalties:       KES 384,119.41
  Total Due:       KES 11,827,608.42

Payment is due by 2026-07-10."
DOC-DEM-00208,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Huber-Mckee
PIN: A50107202437B
Date: 2026-01-01
Payment Ref: KRA-PAY-06889701

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Customs Duty liabilities:

  Principal Tax:   KES 3,398,339.89
  Penalties:       KES 141,077.04
  Total Due:       KES 3,539,416.93

Payment is due by 2026-07-24."
DOC-DEM-00209,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Armstrong, Smith and Harris
PIN: A49665614893B
Date: 2026-04-06
Payment Ref: KRA-PAY-05661992

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding PAYE liabilities:

  Principal Tax:   KES 9,867,547.60
  Penalties:       KES 247,294.28
  Total Due:       KES 10,114,841.88

Payment is due by 2026-07-31."
DOC-DEM-00210,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Erickson-Ray
PIN: A87279186827B
Date: 2026-04-21
Payment Ref: KRA-PAY-63836733

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 5,526,477.81
  Penalties:       KES 243,055.49
  Total Due:       KES 5,769,533.30

Payment is due by 2026-07-31."
DOC-DEM-00211,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Salazar Ltd
PIN: A10166914598B
Date: 2026-02-10
Payment Ref: KRA-PAY-90872134

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Withholding Tax liabilities:

  Principal Tax:   KES 7,228,887.00
  Penalties:       KES 690,631.84
  Total Due:       KES 7,919,518.84

Payment is due by 2026-07-24."
DOC-DEM-00212,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Cain-Thomas
PIN: A96529678784B
Date: 2026-01-14
Payment Ref: KRA-PAY-36556086

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Income Tax liabilities:

  Principal Tax:   KES 12,504,423.42
  Penalties:       KES 844,105.00
  Total Due:       KES 13,348,528.42

Payment is due by 2026-07-13."
DOC-DEM-00213,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Barnes, Shaw and Conley
PIN: A23963324303B
Date: 2026-03-15
Payment Ref: KRA-PAY-46251426

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding VAT liabilities:

  Principal Tax:   KES 9,162,654.04
  Penalties:       KES 282,568.57
  Total Due:       KES 9,445,222.61

Payment is due by 2026-07-24."
DOC-DEM-00214,Demand Notice,"KENYA REVENUE AUTHORITY
FINAL DEMAND NOTICE

To: Jones Group
PIN: A93678216271B
Date: 2026-06-07
Payment Ref: KRA-PAY-76663826

TAKE NOTICE that you owe the Kenya Revenue Authority the following outstanding Excise Duty liabilities:

  Principal Tax:   KES 18,976,981.01
  Penalties:       KES 883,898.00
  Total Due:       KES 19,860,879.01

Payment is due by 2026-07-06."
