case_id,case_type,disputed_amount,court_level,taxpayer_category,legal_grounds,case_duration_days,prior_compliance_score,representation,num_prior_disputes,taxpayer_risk_score,outcome
KRA-CASE-00430,VAT,1345875.51,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1729,28,Tax Consultant,11,96,0
KRA-CASE-00431,PAYE,54684182.91,High Court,Large Corporation,Double Taxation,632,57,Self-Represented,2,23,1
KRA-CASE-00432,Income Tax,73521194.63,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1169,33,Self-Represented,8,0,0
KRA-CASE-00433,Customs Duty,46659817.25,Court of Appeal,Individual,Exemption Claim,1252,6,Tax Consultant,9,62,1
KRA-CASE-00434,PAYE,55038509.96,Tax Appeals Tribunal,Large Corporation,Double Taxation,406,66,Self-Represented,5,53,0
KRA-CASE-00435,PAYE,53726743.46,Tax Appeals Tribunal,Individual,Double Taxation,1388,42,Legal Counsel,9,27,1
KRA-CASE-00436,PAYE,53073364.62,Court of Appeal,Large Corporation,Procedural Error,264,85,Legal Counsel,7,82,1
KRA-CASE-00437,PAYE,91864799.55,Tax Appeals Tribunal,Individual,Exemption Claim,811,14,Legal Counsel,9,3,1
KRA-CASE-00438,PAYE,82219800.97,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1026,5,Legal Counsel,6,41,1
KRA-CASE-00439,PAYE,8280427.53,Tax Appeals Tribunal,Multinational,Procedural Error,1313,8,Legal Counsel,6,87,1
KRA-CASE-00440,Excise Duty,83574724.52,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,1354,9,Legal Counsel,4,3,1
KRA-CASE-00441,Excise Duty,71700984.97,Tax Appeals Tribunal,Individual,Statute of Limitations,1656,32,Legal Counsel,7,33,1
KRA-CASE-00442,Excise Duty,38833858.73,High Court,SME,Procedural Error,827,86,Self-Represented,0,82,0
KRA-CASE-00443,Withholding Tax,61854018.42,High Court,SME,Incorrect Assessment,762,64,Self-Represented,9,77,1
KRA-CASE-00444,VAT,28187668.56,Court of Appeal,SME,Procedural Error,1000,20,Legal Counsel,4,95,1
KRA-CASE-00445,Excise Duty,79687205.18,High Court,SME,Statute of Limitations,640,86,Tax Consultant,11,1,1
KRA-CASE-00446,PAYE,87482954.42,Tax Appeals Tribunal,Individual,Valuation Dispute,1130,70,Tax Consultant,9,26,0
KRA-CASE-00447,Withholding Tax,74155976.78,High Court,Individual,Statute of Limitations,359,23,Legal Counsel,8,24,0
KRA-CASE-00448,VAT,18176730.58,High Court,Multinational,Input Tax Credit,1350,70,Self-Represented,2,32,0
KRA-CASE-00449,VAT,19781888.37,Tax Appeals Tribunal,Multinational,Exemption Claim,292,85,Legal Counsel,3,36,1
KRA-CASE-00450,PAYE,7027398.03,Tax Appeals Tribunal,SME,Exemption Claim,1292,84,Legal Counsel,4,72,1
KRA-CASE-00451,PAYE,36481118.9,Tax Appeals Tribunal,SME,Procedural Error,671,31,Tax Consultant,13,35,1
KRA-CASE-00452,Customs Duty,13473867.95,High Court,Multinational,Input Tax Credit,942,45,Tax Consultant,15,70,1
KRA-CASE-00453,VAT,17618227.58,High Court,Large Corporation,Statute of Limitations,1133,25,Legal Counsel,2,93,1
KRA-CASE-00454,VAT,89215913.2,High Court,Large Corporation,Valuation Dispute,1605,75,Legal Counsel,1,70,1
KRA-CASE-00455,Customs Duty,54369758.93,Court of Appeal,SME,Statute of Limitations,779,50,Legal Counsel,9,17,1
KRA-CASE-00456,Excise Duty,50137260.98,Tax Appeals Tribunal,SME,Procedural Error,1387,30,Tax Consultant,5,96,1
KRA-CASE-00457,PAYE,14080050.73,Tax Appeals Tribunal,SME,Statute of Limitations,1537,93,Legal Counsel,11,5,1
KRA-CASE-00458,Income Tax,76159164.16,Tax Appeals Tribunal,SME,Double Taxation,117,85,Legal Counsel,11,49,1
KRA-CASE-00459,Excise Duty,91794299.31,High Court,Individual,Exemption Claim,241,90,Tax Consultant,8,94,1
KRA-CASE-00460,Customs Duty,57884211.92,Tax Appeals Tribunal,SME,Valuation Dispute,778,75,Legal Counsel,2,66,1
KRA-CASE-00461,Customs Duty,37664061.67,Court of Appeal,SME,Exemption Claim,1703,44,Legal Counsel,15,77,1
KRA-CASE-00462,VAT,50208606.6,Tax Appeals Tribunal,Individual,Incorrect Assessment,1083,82,Legal Counsel,4,23,1
KRA-CASE-00463,Income Tax,36254183.27,High Court,Individual,Double Taxation,879,42,Legal Counsel,15,86,1
KRA-CASE-00464,Excise Duty,47928165.28,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,75,31,Self-Represented,5,17,0
KRA-CASE-00465,Withholding Tax,51288649.46,High Court,Individual,Statute of Limitations,558,23,Legal Counsel,12,76,0
KRA-CASE-00466,PAYE,63780389.54,High Court,Large Corporation,Transfer Pricing Dispute,205,27,Legal Counsel,15,61,1
KRA-CASE-00467,Income Tax,21975413.29,Tax Appeals Tribunal,Individual,Statute of Limitations,1306,84,Legal Counsel,5,92,1
KRA-CASE-00468,Withholding Tax,34299993.89,Tax Appeals Tribunal,SME,Double Taxation,804,49,Self-Represented,0,25,1
KRA-CASE-00469,PAYE,85966189.62,Tax Appeals Tribunal,SME,Statute of Limitations,1270,12,Self-Represented,1,100,0
KRA-CASE-00470,PAYE,50357754.35,Tax Appeals Tribunal,SME,Statute of Limitations,1265,69,Tax Consultant,13,66,0
KRA-CASE-00471,Excise Duty,37069226.15,Tax Appeals Tribunal,SME,Double Taxation,1673,61,Tax Consultant,12,44,1
KRA-CASE-00472,PAYE,80471872.84,Court of Appeal,Large Corporation,Incorrect Assessment,901,17,Legal Counsel,7,10,0
KRA-CASE-00473,Customs Duty,59849320.37,Tax Appeals Tribunal,SME,Procedural Error,1482,95,Tax Consultant,3,66,1
KRA-CASE-00474,VAT,37534236.68,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,771,13,Self-Represented,8,33,1
KRA-CASE-00475,PAYE,42384976.67,Tax Appeals Tribunal,SME,Valuation Dispute,1576,26,Legal Counsel,15,22,1
KRA-CASE-00476,Customs Duty,55931428.27,Tax Appeals Tribunal,Multinational,Exemption Claim,1615,90,Legal Counsel,4,84,0
KRA-CASE-00477,VAT,74794028.8,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,235,27,Legal Counsel,10,70,1
KRA-CASE-00478,PAYE,69720888.0,High Court,Individual,Procedural Error,1677,11,Tax Consultant,15,76,1
KRA-CASE-00479,Excise Duty,8859661.9,Tax Appeals Tribunal,SME,Procedural Error,1513,49,Tax Consultant,12,78,0
KRA-CASE-00480,Withholding Tax,52124504.04,High Court,SME,Statute of Limitations,1341,63,Legal Counsel,6,84,1
KRA-CASE-00481,PAYE,28636350.85,Tax Appeals Tribunal,SME,Double Taxation,1289,21,Legal Counsel,11,30,1
KRA-CASE-00482,Withholding Tax,78712.82,Tax Appeals Tribunal,Multinational,Valuation Dispute,753,85,Legal Counsel,6,66,1
KRA-CASE-00483,VAT,73705707.74,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1517,71,Tax Consultant,11,44,1
KRA-CASE-00484,Customs Duty,22668236.52,Court of Appeal,SME,Valuation Dispute,1207,0,Legal Counsel,13,64,1
KRA-CASE-00485,VAT,55885139.75,Tax Appeals Tribunal,SME,Incorrect Assessment,1674,65,Tax Consultant,8,88,1
KRA-CASE-00486,Excise Duty,96607242.79,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1618,58,Legal Counsel,0,61,0
KRA-CASE-00487,VAT,25819085.49,Tax Appeals Tribunal,Large Corporation,Double Taxation,1416,89,Legal Counsel,10,52,1
KRA-CASE-00488,Customs Duty,51674596.51,Tax Appeals Tribunal,Large Corporation,Double Taxation,618,11,Legal Counsel,10,9,1
KRA-CASE-00489,PAYE,93143054.17,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,404,95,Legal Counsel,6,63,0
KRA-CASE-00490,Withholding Tax,20006670.58,High Court,Multinational,Double Taxation,499,25,Tax Consultant,11,19,0
KRA-CASE-00491,VAT,12031855.34,Tax Appeals Tribunal,Multinational,Input Tax Credit,1287,0,Tax Consultant,1,61,1
KRA-CASE-00492,Customs Duty,62085714.11,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,1035,23,Tax Consultant,8,50,1
KRA-CASE-00493,Income Tax,75029430.11,Tax Appeals Tribunal,SME,Valuation Dispute,1009,69,Self-Represented,11,50,1
KRA-CASE-00494,Withholding Tax,77601601.19,Tax Appeals Tribunal,Individual,Input Tax Credit,676,88,Self-Represented,6,48,0
KRA-CASE-00495,PAYE,10119745.22,Tax Appeals Tribunal,Multinational,Statute of Limitations,1153,33,Legal Counsel,15,78,1
KRA-CASE-00496,Customs Duty,36624118.9,Tax Appeals Tribunal,Individual,Exemption Claim,777,51,Legal Counsel,5,73,1
KRA-CASE-00497,Income Tax,97928281.56,High Court,Large Corporation,Transfer Pricing Dispute,1676,30,Legal Counsel,12,25,1
KRA-CASE-00498,Income Tax,80013743.95,High Court,SME,Procedural Error,391,53,Legal Counsel,10,100,1
KRA-CASE-00499,Excise Duty,30038416.51,Tax Appeals Tribunal,SME,Valuation Dispute,232,88,Self-Represented,6,32,0
KRA-CASE-00500,Excise Duty,83905222.31,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,769,46,Legal Counsel,8,44,0
KRA-CASE-00501,VAT,41205502.43,Tax Appeals Tribunal,Large Corporation,Double Taxation,1211,73,Legal Counsel,5,99,1
KRA-CASE-00502,Customs Duty,35543148.39,High Court,SME,Input Tax Credit,190,48,Legal Counsel,14,80,1
KRA-CASE-00503,Income Tax,86832352.17,High Court,Multinational,Valuation Dispute,1322,78,Legal Counsel,2,10,1
KRA-CASE-00504,Income Tax,34395367.49,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,1269,82,Legal Counsel,14,99,1
KRA-CASE-00505,Customs Duty,74802155.07,Tax Appeals Tribunal,SME,Statute of Limitations,406,2,Self-Represented,7,84,0
KRA-CASE-00506,Customs Duty,94046711.87,High Court,Individual,Statute of Limitations,843,13,Self-Represented,15,70,0
KRA-CASE-00507,VAT,2685173.09,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,242,33,Legal Counsel,2,83,1
KRA-CASE-00508,Excise Duty,30971596.82,Tax Appeals Tribunal,SME,Statute of Limitations,298,67,Tax Consultant,0,4,0
KRA-CASE-00509,Withholding Tax,35716282.21,Court of Appeal,Multinational,Input Tax Credit,1813,69,Tax Consultant,14,17,1
KRA-CASE-00510,Withholding Tax,53951792.47,Tax Appeals Tribunal,SME,Valuation Dispute,1102,81,Legal Counsel,9,44,1
KRA-CASE-00511,Excise Duty,53989828.81,High Court,SME,Exemption Claim,874,33,Self-Represented,0,0,1
KRA-CASE-00512,PAYE,81547209.93,High Court,SME,Input Tax Credit,1125,1,Legal Counsel,15,96,1
KRA-CASE-00513,Excise Duty,29996071.27,High Court,Large Corporation,Double Taxation,1661,0,Legal Counsel,6,52,1
KRA-CASE-00514,PAYE,43738781.32,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,1726,48,Legal Counsel,2,54,0
KRA-CASE-00515,Withholding Tax,23994203.4,High Court,Multinational,Transfer Pricing Dispute,613,83,Legal Counsel,8,52,1
KRA-CASE-00516,Income Tax,85355528.24,Tax Appeals Tribunal,SME,Input Tax Credit,1295,57,Legal Counsel,15,24,1
KRA-CASE-00517,Customs Duty,1988569.95,Tax Appeals Tribunal,SME,Statute of Limitations,239,36,Legal Counsel,14,93,0
KRA-CASE-00518,VAT,23319409.27,Tax Appeals Tribunal,SME,Exemption Claim,890,39,Tax Consultant,15,47,0
KRA-CASE-00519,Excise Duty,69708633.54,Tax Appeals Tribunal,Individual,Statute of Limitations,144,34,Tax Consultant,2,69,1
KRA-CASE-00520,Excise Duty,18201293.67,High Court,SME,Valuation Dispute,1726,1,Self-Represented,7,49,0
KRA-CASE-00521,Excise Duty,24753861.0,Court of Appeal,Individual,Incorrect Assessment,1097,85,Tax Consultant,15,49,1
KRA-CASE-00522,Withholding Tax,96123328.96,Court of Appeal,Individual,Procedural Error,1555,70,Legal Counsel,8,61,1
KRA-CASE-00523,Withholding Tax,29916367.72,Tax Appeals Tribunal,Individual,Double Taxation,261,30,Legal Counsel,10,1,0
KRA-CASE-00524,Income Tax,79449320.21,Tax Appeals Tribunal,SME,Double Taxation,48,5,Legal Counsel,15,88,1
KRA-CASE-00525,PAYE,15541444.65,High Court,Individual,Input Tax Credit,217,87,Legal Counsel,1,7,1
KRA-CASE-00526,Customs Duty,64475260.92,High Court,Large Corporation,Statute of Limitations,1029,29,Legal Counsel,11,56,1
KRA-CASE-00527,Withholding Tax,19336881.64,High Court,SME,Statute of Limitations,543,5,Legal Counsel,14,71,1
KRA-CASE-00528,Customs Duty,54296270.98,Tax Appeals Tribunal,SME,Exemption Claim,692,93,Legal Counsel,5,8,1
KRA-CASE-00529,PAYE,15544796.53,Tax Appeals Tribunal,SME,Exemption Claim,959,0,Tax Consultant,12,93,0
KRA-CASE-00530,Income Tax,88299090.63,High Court,SME,Double Taxation,686,92,Self-Represented,12,24,0
KRA-CASE-00531,PAYE,68338257.05,High Court,Individual,Transfer Pricing Dispute,690,52,Legal Counsel,3,12,1
KRA-CASE-00532,PAYE,65906158.46,Tax Appeals Tribunal,Multinational,Statute of Limitations,1818,4,Legal Counsel,15,24,0
KRA-CASE-00533,VAT,3230124.13,High Court,SME,Input Tax Credit,1106,79,Legal Counsel,8,6,0
KRA-CASE-00534,Customs Duty,22111242.28,High Court,Individual,Double Taxation,1372,62,Tax Consultant,2,59,1
KRA-CASE-00535,Withholding Tax,6116983.82,Tax Appeals Tribunal,Multinational,Valuation Dispute,1713,47,Tax Consultant,1,78,1
KRA-CASE-00536,Customs Duty,52925632.09,High Court,Large Corporation,Incorrect Assessment,472,66,Self-Represented,7,68,0
KRA-CASE-00537,Excise Duty,18986568.29,Tax Appeals Tribunal,Individual,Statute of Limitations,1173,95,Legal Counsel,3,98,0
KRA-CASE-00538,Withholding Tax,57677537.72,High Court,Large Corporation,Valuation Dispute,243,21,Tax Consultant,12,64,1
KRA-CASE-00539,Customs Duty,65770311.51,Tax Appeals Tribunal,SME,Exemption Claim,675,70,Tax Consultant,10,47,1
KRA-CASE-00540,Excise Duty,76430227.57,Tax Appeals Tribunal,Large Corporation,Double Taxation,1183,69,Legal Counsel,8,46,1
KRA-CASE-00541,Excise Duty,44777603.91,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,1250,2,Legal Counsel,9,0,0
KRA-CASE-00542,Customs Duty,98440222.81,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1163,65,Legal Counsel,4,12,1
KRA-CASE-00543,VAT,46063962.08,Tax Appeals Tribunal,SME,Double Taxation,507,32,Tax Consultant,2,73,0
KRA-CASE-00544,Excise Duty,56928040.45,Tax Appeals Tribunal,Individual,Exemption Claim,1653,61,Self-Represented,3,76,0
KRA-CASE-00545,Withholding Tax,30074305.72,High Court,SME,Incorrect Assessment,1627,7,Tax Consultant,10,44,1
KRA-CASE-00546,Excise Duty,41681345.18,High Court,Multinational,Double Taxation,1561,83,Tax Consultant,0,81,1
KRA-CASE-00547,Withholding Tax,38279571.87,Tax Appeals Tribunal,Individual,Statute of Limitations,699,64,Legal Counsel,4,6,1
KRA-CASE-00548,Withholding Tax,73171278.43,Tax Appeals Tribunal,SME,Incorrect Assessment,484,55,Legal Counsel,12,18,1
KRA-CASE-00549,Income Tax,33650009.4,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,567,10,Legal Counsel,13,99,1
KRA-CASE-00550,Withholding Tax,13080998.73,Tax Appeals Tribunal,SME,Input Tax Credit,839,83,Legal Counsel,7,31,1
KRA-CASE-00551,VAT,26662396.21,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,260,85,Legal Counsel,11,44,1
KRA-CASE-00552,Income Tax,32107799.37,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,376,44,Legal Counsel,14,79,0
KRA-CASE-00553,Income Tax,44074319.24,Court of Appeal,Individual,Exemption Claim,349,96,Legal Counsel,2,14,1
KRA-CASE-00554,Withholding Tax,5501074.44,Court of Appeal,Multinational,Transfer Pricing Dispute,58,43,Legal Counsel,3,39,1
KRA-CASE-00555,Excise Duty,47145470.86,Tax Appeals Tribunal,Large Corporation,Double Taxation,447,69,Legal Counsel,8,70,1
KRA-CASE-00556,Excise Duty,62323047.19,Court of Appeal,Large Corporation,Procedural Error,801,74,Tax Consultant,1,32,1
KRA-CASE-00557,Income Tax,6057999.46,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,138,59,Legal Counsel,0,8,1
KRA-CASE-00558,Excise Duty,66054263.91,High Court,Multinational,Exemption Claim,1800,13,Self-Represented,12,29,1
KRA-CASE-00559,Excise Duty,50878606.2,High Court,Multinational,Input Tax Credit,1805,76,Legal Counsel,5,25,1
KRA-CASE-00560,PAYE,96680797.67,Tax Appeals Tribunal,Large Corporation,Procedural Error,536,67,Legal Counsel,15,50,1
KRA-CASE-00561,Withholding Tax,15742674.8,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,513,64,Legal Counsel,1,80,0
KRA-CASE-00562,Customs Duty,87873793.56,High Court,Large Corporation,Procedural Error,1166,35,Legal Counsel,10,50,1
KRA-CASE-00563,Withholding Tax,13769204.57,High Court,SME,Double Taxation,884,30,Legal Counsel,13,39,1
KRA-CASE-00564,PAYE,32962009.6,Tax Appeals Tribunal,Individual,Statute of Limitations,1219,69,Legal Counsel,6,17,1
KRA-CASE-00565,Customs Duty,68868782.34,High Court,Multinational,Valuation Dispute,1607,18,Legal Counsel,5,40,1
KRA-CASE-00566,VAT,55756162.79,Court of Appeal,Individual,Exemption Claim,1749,18,Legal Counsel,10,52,1
KRA-CASE-00567,Excise Duty,30369643.09,High Court,Large Corporation,Transfer Pricing Dispute,341,99,Self-Represented,4,23,1
KRA-CASE-00568,VAT,76256626.0,High Court,SME,Double Taxation,1251,29,Legal Counsel,0,45,1
KRA-CASE-00569,VAT,68829721.41,Tax Appeals Tribunal,SME,Input Tax Credit,1488,83,Legal Counsel,12,62,1
KRA-CASE-00570,Excise Duty,13794396.6,Tax Appeals Tribunal,Individual,Procedural Error,582,52,Legal Counsel,6,96,1
KRA-CASE-00571,Income Tax,6660325.61,Court of Appeal,Multinational,Input Tax Credit,1438,41,Tax Consultant,7,54,1
KRA-CASE-00572,Excise Duty,77632661.18,High Court,Large Corporation,Exemption Claim,837,78,Tax Consultant,1,66,1
KRA-CASE-00573,VAT,45188378.78,High Court,Individual,Double Taxation,1092,68,Legal Counsel,1,71,1
KRA-CASE-00574,Excise Duty,51636861.98,High Court,Individual,Transfer Pricing Dispute,930,50,Tax Consultant,9,59,1
KRA-CASE-00575,Income Tax,42275095.14,High Court,Individual,Statute of Limitations,979,82,Legal Counsel,3,23,1
KRA-CASE-00576,PAYE,93787353.65,High Court,Individual,Valuation Dispute,692,57,Self-Represented,14,75,1
KRA-CASE-00577,Withholding Tax,89584700.98,High Court,Individual,Exemption Claim,1446,83,Tax Consultant,5,91,1
KRA-CASE-00578,Withholding Tax,12398244.47,Tax Appeals Tribunal,SME,Exemption Claim,204,67,Legal Counsel,5,48,0
KRA-CASE-00579,PAYE,38091670.58,High Court,Multinational,Statute of Limitations,362,18,Self-Represented,1,53,0
KRA-CASE-00580,Customs Duty,30986354.63,High Court,SME,Statute of Limitations,270,16,Tax Consultant,0,79,0
KRA-CASE-00581,Customs Duty,1270166.09,Tax Appeals Tribunal,SME,Procedural Error,1275,63,Legal Counsel,15,58,1
KRA-CASE-00582,Excise Duty,44215442.38,High Court,Individual,Transfer Pricing Dispute,1299,80,Legal Counsel,6,6,0
KRA-CASE-00583,Income Tax,14868204.01,High Court,Individual,Procedural Error,1396,73,Tax Consultant,9,42,1
KRA-CASE-00584,VAT,4950684.71,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1281,84,Legal Counsel,5,58,1
KRA-CASE-00585,Withholding Tax,57917680.93,Court of Appeal,Individual,Transfer Pricing Dispute,691,47,Tax Consultant,2,97,0
KRA-CASE-00586,Excise Duty,84338797.53,Tax Appeals Tribunal,SME,Incorrect Assessment,1452,35,Legal Counsel,13,67,1
KRA-CASE-00587,Income Tax,69598158.26,High Court,Individual,Incorrect Assessment,1020,92,Legal Counsel,9,54,1
KRA-CASE-00588,PAYE,84787407.09,Tax Appeals Tribunal,SME,Exemption Claim,295,78,Legal Counsel,15,63,1
KRA-CASE-00589,Income Tax,88372184.94,Tax Appeals Tribunal,SME,Double Taxation,33,15,Self-Represented,3,94,0
KRA-CASE-00590,Income Tax,79966456.91,Court of Appeal,SME,Exemption Claim,746,71,Tax Consultant,6,1,1
KRA-CASE-00591,Withholding Tax,20158654.54,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,644,64,Legal Counsel,0,14,1
KRA-CASE-00592,Withholding Tax,33361624.9,Tax Appeals Tribunal,SME,Procedural Error,1734,22,Self-Represented,10,86,1
KRA-CASE-00593,Excise Duty,91620497.16,High Court,Large Corporation,Input Tax Credit,348,80,Legal Counsel,10,59,1
KRA-CASE-00594,Excise Duty,92782608.18,Tax Appeals Tribunal,SME,Exemption Claim,1167,68,Self-Represented,10,45,0
KRA-CASE-00595,VAT,96962848.58,Tax Appeals Tribunal,Individual,Valuation Dispute,1313,68,Tax Consultant,12,23,0
KRA-CASE-00596,PAYE,11728621.59,High Court,SME,Exemption Claim,1483,4,Legal Counsel,2,63,1
KRA-CASE-00597,Income Tax,37189778.51,High Court,SME,Transfer Pricing Dispute,388,14,Legal Counsel,1,99,1
KRA-CASE-00598,Income Tax,91339716.92,Tax Appeals Tribunal,Individual,Input Tax Credit,1054,19,Self-Represented,15,93,0
KRA-CASE-00599,PAYE,31070352.96,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,1713,66,Legal Counsel,4,26,1
KRA-CASE-00600,Withholding Tax,3703426.07,Tax Appeals Tribunal,Multinational,Incorrect Assessment,38,39,Tax Consultant,2,42,0
KRA-CASE-00601,Excise Duty,88924128.31,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,76,73,Tax Consultant,6,41,1
KRA-CASE-00602,Income Tax,19294936.68,Tax Appeals Tribunal,SME,Input Tax Credit,1404,15,Legal Counsel,5,35,1
KRA-CASE-00603,VAT,1574908.91,High Court,SME,Double Taxation,1141,44,Legal Counsel,8,18,1
KRA-CASE-00604,Withholding Tax,80410083.7,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1285,43,Legal Counsel,1,16,1
KRA-CASE-00605,VAT,47100021.12,High Court,Individual,Procedural Error,206,54,Legal Counsel,14,78,1
KRA-CASE-00606,Customs Duty,31278443.08,High Court,Large Corporation,Incorrect Assessment,1577,97,Legal Counsel,4,11,1
KRA-CASE-00607,Withholding Tax,46854176.74,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,993,29,Tax Consultant,4,78,0
KRA-CASE-00608,Customs Duty,91290517.99,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1645,41,Legal Counsel,0,8,1
KRA-CASE-00609,Excise Duty,11333061.38,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,1602,44,Legal Counsel,4,65,1
KRA-CASE-00610,VAT,40598313.92,High Court,Individual,Incorrect Assessment,1652,38,Legal Counsel,12,75,1
KRA-CASE-00611,Excise Duty,23895600.41,Tax Appeals Tribunal,Individual,Input Tax Credit,816,8,Legal Counsel,13,100,1
KRA-CASE-00612,Excise Duty,56742758.86,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,1387,85,Self-Represented,15,14,1
KRA-CASE-00613,PAYE,59627745.58,Tax Appeals Tribunal,Individual,Input Tax Credit,390,39,Tax Consultant,2,76,0
KRA-CASE-00614,VAT,68566592.76,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1042,82,Legal Counsel,2,27,1
KRA-CASE-00615,Income Tax,88731790.58,Court of Appeal,Large Corporation,Procedural Error,1580,18,Legal Counsel,14,68,1
KRA-CASE-00616,Customs Duty,39028766.89,Tax Appeals Tribunal,Individual,Exemption Claim,643,72,Tax Consultant,9,55,1
KRA-CASE-00617,Withholding Tax,98258901.34,Tax Appeals Tribunal,Individual,Procedural Error,1282,65,Legal Counsel,4,37,1
KRA-CASE-00618,VAT,36953828.21,Tax Appeals Tribunal,Individual,Exemption Claim,254,36,Tax Consultant,7,55,0
KRA-CASE-00619,Withholding Tax,59036879.26,High Court,Large Corporation,Valuation Dispute,811,55,Legal Counsel,5,60,1
KRA-CASE-00620,Income Tax,18863272.47,Tax Appeals Tribunal,Multinational,Valuation Dispute,345,36,Tax Consultant,4,17,0
KRA-CASE-00621,VAT,7221012.35,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1377,55,Tax Consultant,4,10,1
KRA-CASE-00622,Income Tax,64242177.81,Tax Appeals Tribunal,SME,Valuation Dispute,1306,23,Legal Counsel,13,70,1
KRA-CASE-00623,Excise Duty,38502236.05,Tax Appeals Tribunal,SME,Procedural Error,1213,63,Tax Consultant,7,91,1
KRA-CASE-00624,PAYE,26961582.29,Court of Appeal,SME,Procedural Error,107,72,Legal Counsel,11,14,1
KRA-CASE-00625,PAYE,48179214.22,High Court,Individual,Transfer Pricing Dispute,982,66,Self-Represented,2,31,1
KRA-CASE-00626,Excise Duty,63084751.77,High Court,Large Corporation,Transfer Pricing Dispute,1285,6,Tax Consultant,0,60,1
KRA-CASE-00627,Excise Duty,51290677.88,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,752,37,Legal Counsel,1,88,1
KRA-CASE-00628,PAYE,74955056.67,High Court,SME,Procedural Error,1318,60,Legal Counsel,1,84,1
KRA-CASE-00629,Customs Duty,80899133.18,High Court,SME,Incorrect Assessment,289,64,Self-Represented,8,32,1
KRA-CASE-00630,Income Tax,61598986.13,Tax Appeals Tribunal,SME,Incorrect Assessment,1266,22,Tax Consultant,4,84,0
KRA-CASE-00631,Excise Duty,37008194.66,Tax Appeals Tribunal,Large Corporation,Double Taxation,1023,23,Tax Consultant,1,43,0
KRA-CASE-00632,VAT,96736196.09,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1571,52,Tax Consultant,7,84,0
KRA-CASE-00633,Excise Duty,72613609.23,Tax Appeals Tribunal,SME,Exemption Claim,141,82,Legal Counsel,3,6,1
KRA-CASE-00634,Income Tax,46428292.06,Tax Appeals Tribunal,SME,Double Taxation,807,87,Legal Counsel,15,33,1
KRA-CASE-00635,Income Tax,53067691.15,Tax Appeals Tribunal,SME,Input Tax Credit,812,86,Legal Counsel,1,12,1
KRA-CASE-00636,PAYE,63760543.92,Court of Appeal,SME,Transfer Pricing Dispute,716,34,Legal Counsel,3,32,1
KRA-CASE-00637,Withholding Tax,58438474.54,Tax Appeals Tribunal,Large Corporation,Double Taxation,1533,86,Legal Counsel,6,66,1
KRA-CASE-00638,Customs Duty,67787930.11,Court of Appeal,SME,Procedural Error,1407,1,Tax Consultant,0,52,1
KRA-CASE-00639,VAT,52550163.18,High Court,SME,Transfer Pricing Dispute,545,24,Self-Represented,2,7,1
KRA-CASE-00640,PAYE,65677721.58,High Court,Multinational,Incorrect Assessment,1480,15,Self-Represented,4,48,1
KRA-CASE-00641,Withholding Tax,76397583.74,High Court,Large Corporation,Statute of Limitations,257,89,Self-Represented,9,59,1
KRA-CASE-00642,Withholding Tax,93621396.89,High Court,Multinational,Transfer Pricing Dispute,1605,54,Legal Counsel,10,32,1
KRA-CASE-00643,Income Tax,78084093.29,Tax Appeals Tribunal,Individual,Valuation Dispute,711,7,Legal Counsel,8,22,1
KRA-CASE-00644,Excise Duty,6986378.21,Court of Appeal,Individual,Valuation Dispute,395,82,Legal Counsel,4,69,1
